Name,sim
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_21_811488_L.jpg,0.282354632
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_28_811527_L.jpg,0.245425331
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_28_811527_L.jpg,0.243469719
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_28_811527_L.jpg,0.243469719
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_28_811527_L.jpg,0.241855633
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_21_811488_L.jpg,0.234888088
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_21_811488_L.jpg,0.225110334
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_20_811689_L.jpg,0.217464113
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_21_811488_L.jpg,0.148556271
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_24_811477_L.jpg,0.088526779
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_20_811689_L.jpg,0.08304548
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_20_811689_L.jpg,0.08304548
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_24_811477_L.jpg,0.074278135
/Users/yingzhong/Documents/chainer-caption-master/dataset/image/w2/20200302_24_811477_L.jpg,0.074278135
